nfl_id,player_name,position,plays,total_shadow,contests,shadow_won,shadow_lost,shadow_over_expected,win_rate
44869,Zach Cunningham,MLB,316,37.54247372008568,49.0,12.014527392181408,25.005748149479206,4.304745386944034,0.3245391131316921
54502,Jalen Pitre,FS,329,13.694072722003819,24.0,7.802576353456276,5.891496368547543,4.268804002511053,0.5697776338604505
41257,Bradley Roby,CB,137,23.822772385510962,29.0,10.221691628301082,13.601080757209878,4.230513235935381,0.4290722953184881
53472,Tre'von Moehrig,SS,395,19.407868670623117,30.0,8.670791163232188,10.737077507390929,4.220966944908448,0.4467667887899924
46757,Charvarius Ward,CB,415,74.28136814625121,82.0,32.157965253485315,37.87028964102047,4.135670689144721,0.4592141458034297
42816,Troy Hill,CB,197,33.47535525323454,41.0,15.623427403469465,16.17790332140804,3.9434518296728402,0.49128219000117473
54514,Alontae Taylor,CB,377,58.87720692237973,74.0,21.477590666695367,35.74396246792357,3.8627466118590172,0.3753409247065938
44872,Chidobe Awuzie,CB,299,42.98108320092739,48.0,19.6945209982969,22.775100676729267,3.7199354429029445,0.46373196231879943
46168,Isaac Yiadom,CB,225,32.473332001949665,40.0,18.387236969229882,12.98875118423232,3.711560568323769,0.5860289365006319
54525,Cam Taylor-Britt,CB,269,42.18705858722436,50.0,15.559277976348385,24.348978578233897,3.5205450269558645,0.3898761639729377
46186,Jordan Whitehead,SS,356,14.431269732045072,20.0,5.770248469465346,7.033992644695371,3.5167983531550053,0.4506513441928081
55925,DJ Turner II,CB,349,57.189682497627985,62.0,27.977408406075465,28.87291682670533,3.436930583377129,0.49212398155188125
56011,Jordan Howden,FS,257,15.466055748572561,20.0,7.353790889482786,8.112264859089775,3.289989709256137,0.47547939882225654
40017,Tyrann Mathieu,FS,435,27.340995271286054,34.0,8.647881332544586,16.037664219014776,3.251576888793051,0.35032166149547816
46132,Carlton Davis III,CB,311,41.354184295616,58.0,16.76610122466656,24.51039288517279,3.156143981864809,0.40619005044495565
56097,Carrington Valentine,CB,272,48.42284547261665,49.0,20.224277628798127,28.19856784381852,3.1149797722335926,0.4176598345554694
54561,Nick Cross,SS,115,5.402291021980406,7.0,2.703955350644859,1.2848411713386545,3.0681036076502477,0.6778875121211397
56405,Ronnie Hickman Jr.,FS,136,3.0394591431070603,8.0,1.4308268170245464,1.0233185129523776,3.0608437986795787,0.5830244849590877
43306,Keanu Neal,FS,172,17.913166385838437,27.0,7.947980790252958,8.954114742671466,3.04486646992811,0.4702364138677772
46259,DeShon Elliott,SS,355,19.83431714251054,30.0,7.699625768052654,11.893653463799465,3.0394328454406576,0.3929727983223777
55921,Tyrique Stevenson,CB,393,82.28316343875025,91.0,31.518467749697823,48.96864778989959,3.0054819435179017,0.39159643799375093
45021,Rudy Ford,FS,224,12.474479322650955,17.0,7.67598282532877,4.585524883587816,2.9792526248692575,0.6260227540979144
53476,Asante Samuel,CB,455,61.435080305730295,68.0,25.04759278608558,33.853863126188415,2.9624107043797108,0.4252457328625406
42485,Adrian Amos,FS,114,8.286300298415583,9.0,5.001269217654701,3.2850310807608825,2.953272152757669,0.6035587702042358
46086,Derwin James,SS,381,29.223441237177266,42.0,9.917732555271238,19.305708681906026,2.9396203231218587,0.3393759302601971
55897,Joey Porter Jr.,CB,335,41.85233863368269,48.0,21.837959424219115,19.789834041054274,2.9001631104326506,0.5246004557612863
46669,Jonathan Owens,SS,299,21.062292880425584,36.0,12.301735275560818,8.760557604864768,2.898676021763614,0.584064391536096
44903,John Johnson,SS,254,11.137908116098957,22.0,4.605730208921825,5.781739016175191,2.878172531626454,0.44339291016082977
53601,Deommodore Lenoir,CB,424,62.8675390808342,68.0,20.19283737359461,38.13387926840981,2.84077982787123,0.3462021957713387
44926,Rayshawn Jenkins,SS,439,39.449014749684025,50.0,15.966547645748356,19.742623041778643,2.837989747095616,0.4471273719981791
44974,Anthony Walker,MLB,133,5.675086547083165,14.0,2.621431743906241,3.0536548031769235,2.8334216387591886,0.46191925394575406
54618,Riq Woolen,CB,341,54.27762018818727,62.0,25.17889598570418,25.552423630024176,2.795667979022739,0.4963185696020788
53448,Jamin Davis,OLB,247,30.48956758939716,38.0,11.42183197157482,19.06773561782234,2.7675663448434085,0.37461442961056607
45571,Michael Davis,CB,380,71.47805615524726,85.0,25.442826350574787,45.532303864591476,2.7560345503395025,0.3584752331336767
46157,Oren Burks,OLB,105,14.32029196274375,23.0,5.248674665327625,8.821091895065724,2.7479578105488005,0.37304632189866893
52764,Essang Bassey,CB,136,9.13065534322788,17.0,2.928287289753296,6.202368053474585,2.64792645295915,0.3207094320918792
52424,A.J. Terrell,CB,394,63.01110151924787,76.0,27.099757153380118,35.911344365867755,2.6209984676569884,0.4300790892395685
43986,Antonio Hamilton,CB,188,32.26007372152393,31.0,11.101804815312146,18.263621284412196,2.587253201777561,0.37805699728689995
37078,Patrick Peterson,CB,440,34.552894186348816,50.0,16.730566910555826,17.073144100077585,2.5846481648042055,0.4949328464349078
53533,Brandon Stephens,CB,444,78.14057180887522,85.0,33.16953221424215,44.61515123273961,2.583180949741298,0.4264275528851459
48447,P.J. Locke,SS,232,12.167328445703724,19.0,7.065671549596998,5.101656896106727,2.4822072544757403,0.5807085410020211
47844,Taylor Rapp,FS,172,8.868580312936723,17.0,5.881975203590127,2.7285819525267065,2.4665471059998008,0.6831120329317649
54586,Jack Jones,CB,195,22.92350024660992,36.0,8.241060023531189,13.175533028454648,2.3899248700434947,0.3847978996251714
44848,Budda Baker,SS,244,7.842347836157675,15.0,5.0714267936707,2.7709210424869752,2.3857867999334887,0.6466720043057187
53532,Ernest Jones,MLB,315,29.893186478087014,41.0,13.003625019902058,16.889561458184957,2.348992086101595,0.4350029739865394
47947,E.J. Speed,MLB,244,22.34193997372478,36.0,7.582348578495011,14.75959139522977,2.3011853827007585,0.3393773587885486
44925,Eddie Jackson,FS,288,9.5011601964146,18.0,2.2312201958295375,5.471290831792944,2.275888642239298,0.2896743916143725
44862,Justin Evans,FS,105,4.540410950029627,8.0,3.579614059721123,0.9607968903085042,2.2757158260190615,0.7883898834526786
47963,Corey Ballentine,CB,185,39.26365520256609,42.0,16.989659601492008,21.142143433563636,2.2458624952984785,0.4455509115546657
54504,Kyler Gordon,CB,305,37.155441499963246,54.0,11.128374870047624,24.871760785629515,2.218484446223084,0.30912035933655446
44854,Marcus Williams,FS,248,10.456191355518824,24.0,4.057017039872527,6.160226333421452,2.1709293854062577,0.3970755018400397
54969,Ja'Quan McMillian,CB,293,40.006633360770735,51.0,13.921167140122687,26.085466220648044,2.1516967567384677,0.34797147299510967
56030,Terell Smith,CB,175,27.252440109339844,38.0,9.951940656595465,16.590341229398575,2.1357779756880357,0.37494668692547317
53494,Andre Cisco,FS,365,11.738702300446644,23.0,3.8537255287872245,6.316346897836676,2.07317640919713,0.37892803188880764
53583,Michael Carter II,CB,260,42.59443769902513,52.0,15.808192412703358,26.62875902852469,2.0364324464019923,0.37251008557003684
54578,Percy Butler,SS,347,12.244520453529594,21.0,7.45386975286829,4.790650700661304,2.0139540291126177,0.6087514640656788
52493,Julian Blackmon,FS,337,15.943063383494318,32.0,6.1430715928007995,8.444594645197931,1.9377146308383293,0.4211140762734891
53438,Pat Surtain II,CB,443,66.6023283097367,80.0,25.11767474936223,39.45069454736566,1.8822346094901312,0.38900896867833873
52478,Brandon Jones,FS,178,9.685837228555497,17.0,4.1526245763442375,4.605399709642672,1.8794770453350265,0.4741508405027554
46807,Andre Chachere,SS,182,6.27765326769843,11.0,2.9800585802220034,3.297594687476426,1.8601138810580493,0.47470901197360643
44830,Adoree' Jackson,CB,303,53.47132551192944,69.0,22.2574636458528,29.980758334020713,1.7969731997140932,0.42607621014413954
54562,Kerby Joseph,FS,392,24.65401268911145,41.0,11.500988245465095,10.918507802914785,1.7807410147217755,0.5129904891995197
52444,Xavier McKinney,SS,417,26.549612692957034,43.0,11.009864396135292,15.539748296821742,1.769458148927099,0.41469020747922025
46527,Frankie Luvu,OLB,274,23.481728400543144,40.0,8.958643332868233,14.52308506767491,1.757022916211224,0.3815154992023933
43341,Deion Jones,ILB,124,13.890105196607985,20.0,6.0658654191188495,7.527876063347855,1.752077768818443,0.4462248621501771
54533,Martin Emerson,CB,316,51.53498053144116,55.0,22.101827430163794,25.910600075331786,1.7463403490062759,0.4603355543235964
54546,Cordale Flott,CB,221,27.482724886381504,47.0,13.678559386165093,13.4153299950747,1.718295489449171,0.5048577261718773
52272,Dee Alford,CB,216,27.65877002631214,39.0,12.67228621465643,14.98648381165571,1.6619394039459703,0.45816521134530286
55149,Markquese Bell,SS,234,31.29153002433802,42.0,11.937776448130414,19.353753576207605,1.6457065452899693,0.38150184535065607
46137,Justin Reid,SS,320,34.63316561094994,46.0,10.574973897263865,22.69881322068087,1.6378878326473605,0.31781696083403516
53589,Shaun Wade,CB,142,31.66900978418878,30.0,10.566371363682972,21.10263842050581,1.5888691503204107,0.3336501973281902
47817,Rock Ya-Sin,CB,106,18.77679042009102,19.0,11.342197764221716,7.434592655869308,1.5551552452681887,0.6040541280199649
45395,Arthur Maulet,CB,180,26.597180169527732,35.0,11.959907969529578,14.203266616467197,1.5483708769431184,0.4571275527064991
43474,DeAndre Houston-Carson,FS,182,12.244179792338818,12.0,6.2355427029601245,5.938103446033213,1.5468597869570542,0.5122165230238562
42543,Quandre Diggs,FS,434,12.63758782690129,22.0,5.177563072847312,7.460024754053978,1.53943677493475,0.4096955165625812
54980,Dallis Flowers,CB,108,13.401978111311792,16.0,5.351640420239065,8.050337691072727,1.5086544133457456,0.39931720345984384
54708,Jaylen Watson,CB,175,38.28931429145685,35.0,16.827797357097317,21.46151693435953,1.4422109575691433,0.4394906952108033
52458,Jaylon Johnson,CB,367,29.948592816538824,41.0,12.984443696283877,13.78303634580124,1.4421676472804583,0.48508278238628033
44902,Shaquill Griffin,CB,198,39.541139241642874,43.0,13.382823897497303,26.15831534414557,1.4334787162655356,0.3384531693867621
54527,Bryan Cook,FS,213,9.359075103620802,16.0,5.495744781504432,2.490340059103961,1.4186514922637143,0.6881650885499179
46699,Dee Delaney,CB,234,18.8594864185704,24.0,6.555640465620162,11.366502288014532,1.3615175419254353,0.3657844129319106
53481,Jeremiah Owusu-Koramoah,OLB,230,17.388701864944878,37.0,5.5442565196651525,11.844445345279725,1.3249217693659656,0.318842462348625
46123,Jessie Bates,SS,417,19.610002387771758,33.0,5.262593872901069,13.378101505625096,1.2591437434505566,0.2823174654183506
42467,Kwon Alexander,OLB,124,13.92136464534997,23.0,5.774798198960757,6.629548781763921,1.2430943582084366,0.4655463288744109
46097,Terrell Edmunds,FS,218,13.057800513942663,22.0,4.157093625645748,8.900706888296915,1.212988057268152,0.3183609384449509
46151,Tracy Walker III,FS,237,8.859336425500121,21.0,4.161944747368317,4.697391678131805,1.1949218613136996,0.4697806412892114
54583,Akayleb Evans,CB,335,49.41756648965522,59.0,13.892235287924638,34.907566037566646,1.18146436685205,0.2846781116026353
54486,Trent McDuffie,CB,319,42.46332485377838,61.0,15.091566642899247,27.371758210879133,1.166859486755408,0.3554023782844786
54540,Christian Harris,OLB,253,36.74378743070798,48.0,10.667587101796173,26.07620032891181,1.1634492010482984,0.29032355801408
54808,Reed Blankenship,FS,411,22.577518181463628,40.0,9.170504732105679,13.407013449357951,1.1286229412261286,0.4061786002517653
47816,Byron Murphy,CB,339,54.06306378462177,67.0,19.910335320712772,30.616849939561053,1.0934252268983384,0.3940519389344838
44827,Malik Hooker,SS,321,7.131882595266938,14.0,2.5496269789030763,3.6274175895283527,1.0907035227917181,0.41275839127554126
46124,Donte Jackson,CB,309,47.395426673038614,58.0,20.601049912520462,26.794376760518148,1.042077350150313,0.4346632440855224
55978,Clark Phillips III,CB,146,28.780987974568284,29.0,10.994991976311798,17.78599599825649,0.9844605672450087,0.3820227431395785
55960,Jordan Battle,SS,188,12.55602929591517,16.0,4.604980676666386,7.951048619248785,0.9713907342052264,0.36675453426701676
45004,Xavier Woods,FS,275,13.377207697180035,20.0,3.1619257973125428,9.043872792106837,0.9437278713102455,0.2590511201826208
43641,Mike Hilton,CB,352,41.040326443323565,62.0,9.603615577690821,30.151813565658234,0.9364142692385344,0.2415673980794513
40107,Micah Hyde,FS,295,20.419618668943947,27.0,7.052953437533574,10.224277085122933,0.929889432051459,0.4082224537251314
52411,Jeff Okudah,CB,243,30.64557002669564,44.0,12.840315937834497,17.702489496291648,0.8403389257903217,0.4204039463738236
55967,Mekhi Blackmon,CB,203,34.690171203296394,38.0,11.703653362814677,21.470509802821628,0.8253333112931807,0.35279423038884644
54815,Josh Jobe,CB,117,29.131788359108207,28.0,12.383455759417465,16.74833259969074,0.8150474345982173,0.4250839531980093
54704,Rodney Thomas,FS,342,8.589271993341718,20.0,3.862955465614453,3.629067126872444,0.79807269977972,0.5156091586654153
53649,Isaiah McDuffie,MLB,176,15.089408206212994,29.0,4.754031281010309,10.335376925202686,0.7807615928410161,0.3150575036503326
42901,Dean Marlowe,SS,136,3.0705615431081466,10.0,0.31157452625894644,2.7589870168492006,0.7603240775307709,0.101471513234533
56107,Anthony Johnson Jr.,FS,131,7.284318260025831,10.0,2.4435822777639977,4.840735982261833,0.7490253475074539,0.3354579235195762
56089,DeMarcco Hellams,SS,150,5.817765057805492,14.0,1.301541484688662,4.5162235731168305,0.6806886594903532,0.22371846778900586
55952,Ji'Ayir Brown,SS,171,6.3361186812352095,9.0,1.5889155160149364,4.745341185874129,0.6392178111751525,0.2508448253353979
47940,Blake Cashman,ILB,232,30.110897871637963,43.0,5.886179578888895,24.102818957547317,0.6359740355882347,0.1962779641253198
46652,Chandon Sullivan,CB,157,16.251090876097358,19.0,8.490586282558233,7.760504593539125,0.6100238776838749,0.5224625440404416
54719,Elijah Hicks,FS,226,5.66480445252506,13.0,3.153195797551796,2.5116086549732644,0.6003458328494783,0.5566292400695797
53854,Nick McCloud,CB,131,17.673473897008176,20.0,8.24885043541999,8.297701305737636,0.5690034622228322,0.4985238353258783
38868,Tashaun Gipson,FS,422,14.273143282052091,22.0,7.006985627305576,5.824294129180598,0.5686367389596263,0.5460862642141027
54641,Damone Clark,OLB,221,17.094120151313465,21.0,7.104594139476653,9.989526011836812,0.5532625436838183,0.41561625147058273
56007,Cameron Mitchell,CB,124,15.523284275471088,24.0,5.2977850401446105,10.225499235326478,0.5398441308313233,0.3412799086927652
55175,Nate Landman,ILB,258,32.19427307121315,40.0,9.793006694205388,21.92649801395659,0.534940732352328,0.3087376926060727
55910,Brian Branch,SS,305,36.32199942939011,53.0,11.01920925928016,24.223953152781448,0.5285251980854128,0.31266232951640427
41243,C.J. Mosley,ILB,359,24.343609240334136,42.0,6.3425931446696175,18.001016095664518,0.5252222089966079,0.2605444854972771
43327,Xavien Howard,CB,282,47.27289495300095,61.0,17.542864093194737,29.730030859806217,0.4385333906885468,0.3710977318109241
46700,Tre Herndon,CB,236,26.04660852687953,44.0,4.157156124851142,21.56034923599504,0.39906162734601847,0.1616469430654902
43522,Jalen Mills,CB,204,10.793740664431075,23.0,3.4174684490095264,7.376272215421548,0.3835167805716758,0.3166157641966708
47899,Amani Hooker,SS,301,17.466540350459415,30.0,5.169952550644733,11.281885658988884,0.3744647575446324,0.3142477141318707
43294,Jalen Ramsey,CB,230,21.220872489242332,27.0,10.023899414794235,9.927272940591635,0.3624291889995024,0.5024215738424141
44893,Fabian Moreau,CB,315,58.126369785494695,66.0,23.683976752008316,33.66976859910313,0.3309163991527295,0.412945599402766
54469,Sauce Gardner,CB,346,36.10323900870177,52.0,16.12936744639303,19.902814220667594,0.31829468072687683,0.4476378254147719
45345,Nicholas Morrow,ILB,328,26.265423705427835,48.0,7.42872897338551,18.836694732042325,0.31604391702397594,0.2828330148677685
53592,Darrick Forrest,FS,114,4.377891372042502,11.0,2.5648620192834635,1.813029352759038,0.2943595017758429,0.5858669851113344
54676,Quentin Lake,FS,202,21.17789842785007,43.0,8.061694963224923,13.116203464625148,0.29373835564968637,0.3806654843817441
53530,Ifeatu Melifonwu,SS,183,10.585102164120153,16.0,3.1788221681116093,5.6889979621208555,0.2802981744304631,0.35846714541201213
52594,Alohi Gilman,FS,370,16.62721148823156,26.0,3.7618379088582348,7.921480707864542,0.2724325617501462,0.32198367880456275
52453,Antoine Winfield Jr.,FS,435,21.70677533280915,33.0,10.00611944246417,11.288580944970548,0.23719007120276614,0.4698877777293567
54833,Tony Adams,SS,296,15.722160141700178,27.0,7.111403206871659,8.238076370953966,0.22999111659138438,0.4632993041109375
44887,Duke Riley,ILB,124,11.233517969351631,11.0,3.486009145841426,7.747508823510206,0.2147556692548267,0.31032212307420465
52647,Dane Jackson,CB,184,21.00527161720972,34.0,6.5984737240352045,14.406797893174513,0.2120796451842839,0.3141341775665992
53462,Tyson Campbell,CB,258,42.3043840415956,51.0,16.600600792884713,24.395892617268554,0.19747452393175668,0.4049273343161925
54492,Devin Lloyd,MLB,352,42.58390352727576,65.0,12.002040270832344,30.581863256443413,0.19626652162416014,0.2818445298971904
55969,Jakorian Bennett,CB,138,22.217430138283703,28.0,7.874583067524446,14.342847070759257,0.07956655891208819,0.3544326692381695
47974,Marcus Epps,SS,370,14.623513096873806,35.0,5.12373347278496,9.499779624088847,0.07725568433130803,0.3503763725475997
47846,Juan Thornhill,FS,206,11.925888626282035,17.0,5.868893110768196,5.646201812954142,0.009308623858814258,0.5096695380841059
54607,Cobie Durant,CB,276,33.39004973245857,36.0,15.37776458409716,18.01228514836141,-0.05624372153941953,0.46054931655727327
54632,DaRon Bland,CB,366,67.89170727631378,71.0,21.05929988158856,38.95144039518297,-0.07494826071462396,0.3509255140740203
55937,Garrett Williams,CB,148,15.29123443361323,21.0,6.894422031137827,8.396812402475403,-0.08470847020740302,0.45087413060534154
43387,Justin Simmons,FS,395,19.367727867983202,27.0,3.7408524124314875,14.944161157355834,-0.08687422328190386,0.2002060313448339
53596,Nate Hobbs,CB,285,47.64005822519629,66.0,12.251473201610251,34.593469516686696,-0.16812135075568357,0.26153246200523167
55984,Chamarri Conner,SS,105,4.6828850225134735,10.0,0.5306994664943252,3.61699207114576,-0.17378116180212916,0.1279505627837208
47996,Donovan Wilson,FS,271,15.153102145266859,26.0,5.175282686719241,9.127631687906135,-0.17576340154610803,0.3618341375168019
44837,Jabrill Peppers,SS,346,20.260123138399603,28.0,4.8250709984370275,14.842979599837651,-0.28487714497617866,0.24532532974367538
47822,Sean Murphy-Bunting,CB,317,41.15484985231236,51.0,17.38745591635992,18.065264317681574,-0.2869134209729052,0.49044067145134285
47891,Julian Love,SS,341,20.39949289262859,37.0,6.332854492919457,11.161450022066903,-0.3317999875489005,0.36199521321321837
53503,Benjamin St-Juste,CB,419,86.91545118495884,92.0,32.074133982372985,53.08430335979895,-0.35159297206398477,0.3766407062343935
44828,Marlon Humphrey,CB,232,28.840300304214264,36.0,9.433175901388356,18.4934618089856,-0.3622111212544775,0.33778416145973056
47882,Mike Edwards,FS,248,14.494902517775607,20.0,4.909863252796955,9.585039264978652,-0.3655349718160409,0.3387303396332481
55912,Quan Martin,FS,155,14.425493805486541,20.0,2.592185814748772,11.833307990737769,-0.3834952318941278,0.17969477161072084
54554,Terrel Bernard,MLB,336,24.81270342719705,41.0,6.356812381322102,17.57433209908532,-0.40799625110627524,0.2656292676067567
54781,Jack Sanborn,MLB,121,16.07637743005271,20.0,2.6705823866683946,12.741781062249112,-0.4218187203936026,0.17327533155571698
56242,Eli Ricks,CB,157,19.69441506590739,31.0,8.786629955075565,10.907785110831826,-0.438870134534885,0.44614830781574843
56673,Eric Garror,CB,146,15.171325710290741,27.0,6.00077681511512,9.17054889517562,-0.44352824063806107,0.395534110182921
44906,Cameron Sutton,CB,467,58.11969398738362,70.0,15.544906896294629,42.57478709108899,-0.4457606589621086,0.26746367418364336
53465,Jevon Holland,FS,273,20.108123816733062,22.0,3.7347967844096814,16.37332703232338,-0.4513502722314421,0.18573571649194612
54580,Damarri Mathis,CB,155,23.51267145497176,30.0,5.788117483463362,17.014646093452782,-0.4888177469230761,0.25383403480632627
42427,Jordan Hicks,ILB,231,24.14212164284524,35.0,4.876645875122417,19.265475767722823,-0.5208800797575472,0.20199740301481167
52471,Willie Gay Jr.,ILB,150,11.431249821445398,20.0,1.2356012245875854,9.648868715316222,-0.5692258721025963,0.11351965060399671
52863,Krys Barnes,ILB,136,15.576061773271688,16.0,3.625728332751658,11.95033344052003,-0.5825547626996128,0.23277567754471537
44823,Marshon Lattimore,CB,252,31.76273261923341,41.0,8.70624414616866,23.056488473064753,-0.5883589007291898,0.2741024914492632
52445,Kyle Dugger,SS,401,35.276639527664884,40.0,9.37200411197386,24.20373885511945,-0.6223018319930301,0.27913020781577674
55909,Julius Brents,CB,197,37.01021083099243,46.0,13.407055395285727,23.24980541030569,-0.6332337955286468,0.36574477739350486
38607,Demario Davis,MLB,376,30.999222100008772,47.0,9.185498639611405,21.35802832061088,-0.6497666198282586,0.3007347072777137
54687,Montaric Brown,CB,208,46.45782260222506,47.0,16.237723440518472,30.2057371070779,-0.6653752060439387,0.3496234614963212
41256,Jimmie Ward,FS,207,15.533977136736082,20.0,2.319391501324854,12.255257491508297,-0.6694208245760549,0.1591387554146503
47788,Devin White,OLB,300,29.074472335072887,40.0,6.843429266876473,20.068317707789557,-0.7582266923892054,0.25429152828014795
47855,Germaine Pratt,OLB,352,35.27030250933197,51.0,13.63119540123192,21.639107108100053,-0.7802691468199504,0.38647798378324993
44818,Jamal Adams,OLB,189,20.475150271524182,26.0,3.719277833932733,16.75587243759145,-0.7858034179133363,0.1816483778927532
53469,Richie Grant,SS,337,26.958561833948007,41.0,8.92035802806208,18.038203805885928,-0.8009051899924112,0.33089146531655755
53566,Tre Brown,CB,244,35.258754547466644,39.0,12.497390563867782,20.970182828925285,-0.8079645370051678,0.37341788773245743
47913,Drue Tranquill,ILB,165,17.313143374705298,21.0,3.700062815779405,13.613080558925892,-0.8082851103206562,0.2137140977637394
44911,Rasul Douglas,CB,370,59.12820438214443,63.0,21.167779830310625,33.529626244192286,-0.824669521142839,0.3869978733813841
55184,Jack Gibbens,ILB,180,17.217582616876385,26.0,7.342004636575684,9.8755779803007,-0.8274288853506111,0.4264248239691427
52624,Kam Curl,SS,409,26.302739493361134,38.0,7.795190726487668,18.507548766873466,-0.8664438382597969,0.2963642143988534
47941,Mike Jackson,CB,174,19.80082060829738,23.0,7.144637981276034,12.656182627021344,-0.8868587030768976,0.36082534772736286
46902,Robert Spillane,ILB,365,17.793704590439948,41.0,2.511629326326706,14.704954080676853,-0.895905994847432,0.14588430625004245
52835,Michael Hoecht,OLB,154,24.853422217172067,33.0,3.795434827332395,21.057987389839674,-0.9403599893778569,0.15271276503362186
43353,Kevin Byard,FS,440,26.21537953146398,37.0,8.901553401632466,17.313826129831515,-0.9443745514478274,0.339554626357735
43350,Vonn Bell,SS,264,14.288151531584266,22.0,3.8203222934941663,9.628283304961426,-0.9581987960756385,0.28406828243464016
44904,Jourdan Lewis,CB,293,33.24197540748569,54.0,10.596516924116038,22.435797134866505,-1.0296786572730996,0.32079244903020976
46105,Shaquille Leonard,MLB,173,8.586789484673206,19.0,0.0752282741130259,8.511561210560181,-1.0761125568198389,0.008760931457246376
52469,Kristian Fulton,CB,232,35.98514672027978,41.0,12.166658147347468,23.81848857293231,-1.0984490331532535,0.33810222428496667
47877,Jamel Dean,CB,306,46.254269069724444,56.0,20.347313663770397,25.906955405954044,-1.1191767765788923,0.4399013123112706
47863,Sione Takitaki,OLB,185,12.353203975760858,21.0,2.3643291445746195,9.924094932635857,-1.1261507058080817,0.19240295824095063
53565,Marco Wilson,CB,250,45.441222560425686,59.0,14.085169826773003,31.356052733652685,-1.1451302643869345,0.3099645879475003
46329,Danny Johnson,CB,108,13.268195043451602,21.0,4.490943103176459,8.777251940275143,-1.2508393861976566,0.33847430554564567
47826,Jahlani Tavai,ILB,222,18.688508793178165,27.0,5.1217168714702686,13.01635628794663,-1.2852674169506157,0.2823738126125698
48508,Andrew Wingard,FS,120,7.600944477455334,10.0,2.0746411945014716,5.187977090600533,-1.297182110572539,0.28566022790392775
54513,Jaquan Brisker,SS,403,32.50411998710765,37.0,11.33623287902975,21.1678871080779,-1.326748826141825,0.34876295323565515
53554,Camryn Bynum,FS,433,32.4717457603655,58.0,9.17042140667871,21.395419361484617,-1.3779526662572072,0.3000218929436552
